keyword,playlist_name,playlist_description,playlist_url,track_name,artist,artist_genres,track_url,song
Vegan Restaurant,vegan house party,hip restaurant or banging night out?,https://open.spotify.com/playlist/6284aVoJnS30yhhrqq0Fzy,Poison,Klaus Veen,"rally house, house",https://open.spotify.com/track/4kdnniHBTCnzaYXrnsweSf,
Vegan Restaurant,german vintage,"berlin , mate , kiosk im park , aperol spritz , döner , adidas superstars , vegane restaurants , mullet ",https://open.spotify.com/playlist/3YxPNKJ7yByXz7jNeiUbFR,nicht nachmachen!!,Ski Aggu,german hip hop,https://open.spotify.com/track/3gro2tfkybWGoK9MflVLWs,
Vegan Restaurant,german vintage,"berlin , mate , kiosk im park , aperol spritz , döner , adidas superstars , vegane restaurants , mullet ",https://open.spotify.com/playlist/3YxPNKJ7yByXz7jNeiUbFR,Party Sahne,Ski Aggu,german hip hop,https://open.spotify.com/track/2hFOXN8Eq2gXIGGMIdHdWJ,
Vegan Restaurant,german vintage,"berlin , mate , kiosk im park , aperol spritz , döner , adidas superstars , vegane restaurants , mullet ",https://open.spotify.com/playlist/3YxPNKJ7yByXz7jNeiUbFR,Anders,1099,german hip hop,https://open.spotify.com/track/5TYmnScjaRecWuBqEaA7S5,
buffet restaurant 计数,,,,,,,11,
buffet restaurant,Brasserie & Bistro - Musique de fond,"Lounge background music playlist for restaurants and pubs. Lofijazz, jazzhop, chillbeats, lofibeata, lofi bests. Easting and drinking buffet. Gourmet food.",https://open.spotify.com/playlist/2HXs3zPzjH7GxlvSXbqI6V,Soul Mates,Smoke Room Quartet,smooth jazz,https://open.spotify.com/track/5MnT6uiAJXOo58xdDVmbD2,"Lofijazz, jazzhop, chillbeats, lofibeata, lofi bests."
buffet restaurant,Brasserie & Bistro - Musique de fond,"Lounge background music playlist for restaurants and pubs. Lofijazz, jazzhop, chillbeats, lofibeata, lofi bests. Easting and drinking buffet. Gourmet food.",https://open.spotify.com/playlist/2HXs3zPzjH7GxlvSXbqI6V,paintings,Rytmdesign,jazz beats,https://open.spotify.com/track/7pYlHQAyOlKV3GtWE2yFv6,"Lofijazz, jazzhop, chillbeats, lofibeata, lofi bests."
buffet restaurant,Brasserie & Bistro - Musique de fond,"Lounge background music playlist for restaurants and pubs. Lofijazz, jazzhop, chillbeats, lofibeata, lofi bests. Easting and drinking buffet. Gourmet food.",https://open.spotify.com/playlist/2HXs3zPzjH7GxlvSXbqI6V,"Work Hard, Party Harder",Sötma,jazz beats,https://open.spotify.com/track/2D1bnBJu7CQ3brEfNVrp9h,"Lofijazz, jazzhop, chillbeats, lofibeata, lofi bests."
buffet restaurant,SH@Villita Pop (español)," pop, Las canciones tienen un tono alegre y positivo",https://open.spotify.com/playlist/1PmW2EjpHts7lTaySXBVSR,Despacito,Luis Fonsi,latin,https://open.spotify.com/track/6habFhsOp2NvshLv26DqMb," pop, Las canciones tienen un tono alegre y positivo"
buffet restaurant,SH@Villita Pop (español)," pop en español que podrían ser perfectas para un ambiente familiar en un restaurante buffet. Las canciones tienen un tono alegre y positivo, ideal para acompañar una comida relajada y disfrutar en familia. La lista incluye éxitos recientes y clásicos que encajan bien con el ambiente.",https://open.spotify.com/playlist/1PmW2EjpHts7lTaySXBVSR,La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,"latin pop, latin",https://open.spotify.com/track/6i2kn3iS5WKzsaYBdeHLIQ," pop, Las canciones tienen un tono alegre y positivo"
buffet restaurant,SH@Villita Pop (español)," pop en español que podrían ser perfectas para un ambiente familiar en un restaurante buffet. Las canciones tienen un tono alegre y positivo, ideal para acompañar una comida relajada y disfrutar en familia. La lista incluye éxitos recientes y clásicos que encajan bien con el ambiente.",https://open.spotify.com/playlist/1PmW2EjpHts7lTaySXBVSR,La Bicicleta,Carlos Vives,"colombian pop, vallenato, latin, latin pop",https://open.spotify.com/track/0Gx4VrHzS7pZOEAGrmXXBH," pop, Las canciones tienen un tono alegre y positivo"
buffet restaurant,what it sounded like in Tanzania ,in that stunning buffet restaurant with food that tasted like heaven ,https://open.spotify.com/playlist/3jbvHdfCwis1fxqkkalLjN,Slim Pickings,Izo FitzRoy,retro soul,https://open.spotify.com/track/3XGP58sVUp4ivm3X2Ym1Vn,
buffet restaurant,what it sounded like in Tanzania ,in that stunning buffet restaurant with food that tasted like heaven ,https://open.spotify.com/playlist/3jbvHdfCwis1fxqkkalLjN,Move Along,LOU'ANA,nu disco,https://open.spotify.com/track/3qw1gJ6PHOTTLJuumrDBWo,
buffet restaurant,what it sounded like in Tanzania ,in that stunning buffet restaurant with food that tasted like heaven ,https://open.spotify.com/playlist/3jbvHdfCwis1fxqkkalLjN,Blow My Mind - Remix,S-Tone Inc,"acid jazz, nu jazz, lounge, bossa nova",https://open.spotify.com/track/2WPrYKUSvjQQKXMLn5ON4T,
buffet restaurant,Chill Restaurant & Bar Vibes ,Nice mixture of music from many time eras! Throw it on and enjoy some nice upbeat rhythms as well as some good ol’ classics!,https://open.spotify.com/playlist/2sGIMIAs9jAZDvxSfaHWwc,Let's Groove,"Earth, Wind & Fire",disco,https://open.spotify.com/track/3koCCeSaVUyrRo3N2gHrd8,upbeat rhythms
buffet restaurant,Chill Restaurant & Bar Vibes ,Nice mixture of music from many time eras! Throw it on and enjoy some nice upbeat rhythms as well as some good ol’ classics!,https://open.spotify.com/playlist/2sGIMIAs9jAZDvxSfaHWwc,Blame It on the Boogie,The Jacksons,"disco, motown, philly soul",https://open.spotify.com/track/3qI94hINNNeb4S7xQi18lS,upbeat rhythms
seafood restaurant 计数,,,,,,,12,
seafood restaurant,seafood restaurant vibes ,aka reggae but uhhh- (3 year update:) when tf did ppl start saving this wtf,https://open.spotify.com/playlist/6HMRDR5wwpRKw7Eq1fPlJ0,Under the Boardwalk,The Drifters,"doo-wop, motown",https://open.spotify.com/track/65jrjEhWfAvysKfnojk1i0,
seafood restaurant,seafood restaurant vibes ,aka reggae but uhhh- (3 year update:) when tf did ppl start saving this wtf,https://open.spotify.com/playlist/6HMRDR5wwpRKw7Eq1fPlJ0,Pirate,The Ethiopians,"rocksteady, ska, reggae, roots reggae, dub",https://open.spotify.com/track/4E4WIb8yqs5jHMVAaVIOfc,
seafood restaurant,Yacht rock,the soundtrack of any seafood restaurant.,https://open.spotify.com/playlist/4f7LQXvrRZ2ampxZy5uTOo,Dreams - 2004 Remaster,Fleetwood Mac,"classic rock, soft rock",https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,
seafood restaurant,Yacht rock,the soundtrack of any seafood restaurant.,https://open.spotify.com/playlist/4f7LQXvrRZ2ampxZy5uTOo,Gypsy,Fleetwood Mac,"classic rock, soft rock",https://open.spotify.com/track/19Ym5Sg0YyOCa6ao21bdoG,
seafood restaurant,Yacht rock,the soundtrack of any seafood restaurant.,https://open.spotify.com/playlist/4f7LQXvrRZ2ampxZy5uTOo,Rhiannon,Fleetwood Mac,"classic rock, soft rock",https://open.spotify.com/track/05oETzWbd4SI33qK2gbJfR,
seafood restaurant,BISTRO ORGANICO DINNER,"Bistro Orgánico - within hotelcielororjo.com -  is a plant and seafood based restaurant that celebrates fresh local flavors. We strive to create an entirely organic menu and environment that supports health and sustainability for you, our community and the planet. ",https://open.spotify.com/playlist/5sv1Wt1Vm2YXUAFDnvWKDQ,Make Me Wanna Holla,Get Down Edits,nu disco,https://open.spotify.com/track/2J6QeBYm6U98WkiMs5Z2cU,
seafood restaurant,Chef Tony's Seafood Restaurants,http:&#x2F;&#x2F;www.ChefTonysSeafood.com,https://open.spotify.com/playlist/5m6KN5UtdbOyXJ5xC4Xc4S,Perfect Symphony (Ed Sheeran & Andrea Bocelli),Ed Sheeran,soft pop,https://open.spotify.com/track/3zl7j5ua8mF4JDYuxrfo01,
seafood restaurant,Chef Tony's Seafood Restaurants,http:&#x2F;&#x2F;www.ChefTonysSeafood.com,https://open.spotify.com/playlist/5m6KN5UtdbOyXJ5xC4Xc4S,Vivo per lei,Andrea Bocelli,opera,https://open.spotify.com/track/6cPLCU7hKjgjvLWzCevl7R,
seafood restaurant,Florida Seafood Restaurant,"Some easy-going music that would go well with a nautical backdrop, palm trees, a sex-on-the-beach, and crab cakes",https://open.spotify.com/playlist/2KVEcwmnsjygevEMMAT1HN,FloriDada,Animal Collective,"psychedelic pop, indie rock",https://open.spotify.com/track/26WNKAgxNfg1MkhpBrx8UV,easy-going music
seafood restaurant,Restaurante BAI180  SeaFood  Barbecue ,"Palylista do  Restaurante Bai180  , SÃO PAULO ",https://open.spotify.com/playlist/4U7DZ28BESFjf6gyllYGrH,Give Me One Reason,Tom & Collins,"latin house, tribal house, tech house",https://open.spotify.com/track/2v9D4gQDEptVIvF96NSmD9,
seafood restaurant,Restaurante BAI180  SeaFood  Barbecue ,"Palylista do  Restaurante Bai180  , SÃO PAULO ",https://open.spotify.com/playlist/4U7DZ28BESFjf6gyllYGrH,New Mexican - Crazibiza Remix,Samuel Galvagno,"latin house, tribal house",https://open.spotify.com/track/2rYG4b9idw4qq6iugpPbbK,
seafood restaurant,Restaurante BAI180  SeaFood  Barbecue ,"Palylista do  Restaurante Bai180  , SÃO PAULO ",https://open.spotify.com/playlist/4U7DZ28BESFjf6gyllYGrH,Paradiso Erotica,MAXI MERAKI,"afro house, melodic house, organic house",https://open.spotify.com/track/2husy9qLOLWom5uAb61dxv,
hamburger 计数,,,,,,,9,
hamburger,BURGER KING 🍔 ,Enjoy your meal with a side of great tunes! This Burger King playlist serves up a delicious mix of feel-good beats and upbeat tracks,https://open.spotify.com/playlist/4rkTGhjRshHZBGOeatFzad,Crazy (Oh My My),Solven,"tropical house, deep house",https://open.spotify.com/track/4y0iOAMqE9SN3tTHKgvm3U,feel-good beats and upbeat tracks
hamburger,Hamburger helper ,"1 pound of hamburger, 100% deliciousness",https://open.spotify.com/playlist/2UBBIwtV5OeTbUFntptNDS,Who's Crying Now (2022 Remaster),Journey,"album rock, classic rock",https://open.spotify.com/track/4KWzsYmXYYbTjb4tYxulvd,
hamburger,Soundtrack to the Vietnam War ,"Full Metal Jacket, Platoon, Hamburger Hill, Air America, Good Morning Vietnam, Born on the Fourth of July, Apocalypse Now, The Deer Hunter",https://open.spotify.com/playlist/6mTiUxWNGvG4IirLpYXac8,"Paint It, Black",The Rolling Stones,"classic rock, rock",https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,
hamburger,"Weird,disturbing,terrifying music",This sht makes me feel like I stepped in to a small cramped liminal space with no escape.,https://open.spotify.com/playlist/2p5O2mrE0zoPAIjLHclGK4,Breath and Length,The Residents,"avant-garde, experimental, art pop, art rock, post-punk",https://open.spotify.com/track/3lppL2WmEFe5OXvrfko7zy,
hamburger,"Weird,disturbing,terrifying music",This sht makes me feel like I stepped in to a small cramped liminal space with no escape.,https://open.spotify.com/playlist/2p5O2mrE0zoPAIjLHclGK4,Frankie Teardrop - 2019 - Remaster,Suicide,"proto-punk, post-punk, krautrock",https://open.spotify.com/track/2vQRkj2kMwoHKLzxXNsj2h,
hamburger,"Weird,disturbing,terrifying music",This sht makes me feel like I stepped in to a small cramped liminal space with no escape.,https://open.spotify.com/playlist/2p5O2mrE0zoPAIjLHclGK4,Fitter Happier,Radiohead,"art rock, alternative rock",https://open.spotify.com/track/53aFGAl0Vebwp2bo8wtdWR,
hamburger,Freak fest,Steve hamburger,https://open.spotify.com/playlist/4yL6lDSPWIH3OoKcpxXVM3,It's Going Down Now,高橋あず美,japanese vgm,https://open.spotify.com/track/3znIACSXPLn3HFCf7moZ28,
hamburger,Freak fest,Steve hamburger,https://open.spotify.com/playlist/4yL6lDSPWIH3OoKcpxXVM3,ワールドイズマイン-初音ミク「マジカルミライ 2021」Live- (feat. 初音ミク),ryo (supercell),"vocaloid, anime",https://open.spotify.com/track/29rRca4BXxuUCNmcCzHvtl,
hamburger,Freak fest,Steve hamburger,https://open.spotify.com/playlist/4yL6lDSPWIH3OoKcpxXVM3,Lucid Dreams,Juice WRLD,"melodic rap, emo rap",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,
fast food restaurant 计数,,,,,,,8,
fast food restaurant,Music for Fast Food Restaurants - Jukeboxy,"This shuffled playlist offers a diverse listening experience with songs from different decades, making it perfect for fast food restaurants looking to create an energetic yet varied atmosphere for their customers.",https://open.spotify.com/playlist/0RiVkqglSB8jIFYaLkFFGe,Don't Stop Me Now - Remastered 2011,Queen,"classic rock, rock, glam rock",https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,an energetic yet varied atmosphere
fast food restaurant,Music for Fast Food Restaurants - Jukeboxy,"This shuffled playlist offers a diverse listening experience with songs from different decades, making it perfect for fast food restaurants looking to create an energetic yet varied atmosphere for their customers.",https://open.spotify.com/playlist/0RiVkqglSB8jIFYaLkFFGe,Dynamite,BTS,k-pop,https://open.spotify.com/track/72IwoG8tqvIWV10IHjpNNA,
fast food restaurant,Music for Fast Food Restaurants - Jukeboxy,"This shuffled playlist offers a diverse listening experience with songs from different decades, making it perfect for fast food restaurants looking to create an energetic yet varied atmosphere for their customers.",https://open.spotify.com/playlist/0RiVkqglSB8jIFYaLkFFGe,ABC,The Jackson 5,"motown, christmas",https://open.spotify.com/track/2VCUcIPY3i6pv9Nu9Vg6k3,
fast food restaurant,🍔 McDonald's 🍟 Music Playlist • Fast Food Restaurant Music • Burger King ▷ Wendy's ▷ Subway ▷ KFC,"The best music played on the most famous Fast Food Restaurants around the world. McDonald's, Burger King, Wendy's, Starbucks, TacoBell, Subway, Kentucky Fried Chicken.",https://open.spotify.com/playlist/6oJtGZfZzgbCIHZ6TwcvcA,Wearing My Shield,VEGEE CAU,progressive house,https://open.spotify.com/track/57lDuyJAaDZPR9BLztbtaz,
fast food restaurant,🍔 McDonald's 🍟 Music Playlist • Fast Food Restaurant Music • Burger King ▷ Wendy's ▷ Subway ▷ KFC,"The best music played on the most famous Fast Food Restaurants around the world. McDonald's, Burger King, Wendy's, Starbucks, TacoBell, Subway, Kentucky Fried Chicken.",https://open.spotify.com/playlist/6oJtGZfZzgbCIHZ6TwcvcA,We Got Love,Lizzi From Paris,tech house,https://open.spotify.com/track/7udOtuChjaUH4CbNTJ9tCn,
fast food restaurant,Restaurante,"Sistema Completo PDV com Pagamento Eletrônico Integrado. Ideal para restaurantes fast-food, bares, cafés, sorveterias, food-trucks. Taxas baixas. Integrado com Apps. Menu com Fotos. Agilize seu Atendimento. WhatsApp (35)99146-9739 ou&#x2F;e (11)97708-6182",https://open.spotify.com/playlist/3tQTQulzKHvqSVwcGF9xhM,Tangerina - Ao Vivo,TIAGO IORC,"mpb, nova mpb, brazilian pop",https://open.spotify.com/track/6TDPTk5c9r1aAaLEILqNmA,
fast food restaurant,Restaurante,"Sistema Completo PDV com Pagamento Eletrônico Integrado. Ideal para restaurantes fast-food, bares, cafés, sorveterias, food-trucks. Taxas baixas. Integrado com Apps. Menu com Fotos. Agilize seu Atendimento. WhatsApp (35)99146-9739 ou&#x2F;e (11)97708-6182",https://open.spotify.com/playlist/3tQTQulzKHvqSVwcGF9xhM,Garotos II - O Outro Lado,Leoni,"mpb, brazilian rock, brazilian pop",https://open.spotify.com/track/1wLqPjSFDIH59nhQ5Th5XT,
fast food restaurant,Restaurante,"Sistema Completo PDV com Pagamento Eletrônico Integrado. Ideal para restaurantes fast-food, bares, cafés, sorveterias, food-trucks. Taxas baixas. Integrado com Apps. Menu com Fotos. Agilize seu Atendimento. WhatsApp (35)99146-9739 ou&#x2F;e (11)97708-6182",https://open.spotify.com/playlist/3tQTQulzKHvqSVwcGF9xhM,Casinha Branca,Roberta Campos,"mpb, nova mpb, brazilian pop",https://open.spotify.com/track/2UulLXSktlUcm4nMn2VEOw,
bakery 计数,,,,,,,7,
bakery,seaside donuts bakery,actually enjoyable handpicked songs #abg #abb #val #boba #keshi #hamandcheese #ericou  ,https://open.spotify.com/playlist/6ZRLTdLZXWudmyZrJTm2WJ,take it back,Joon,hyperpop,https://open.spotify.com/track/6JdiFYQLqQQ2tmvjdAAlle,
bakery,my bakery playlist. • After,My Playlist for when I’m at the bakery.,https://open.spotify.com/playlist/0tDPPnaiHGuDuNxUbUJQ5M,I’m Here,SEGA SOUND TEAM,"japanese vgm, soundtrack",https://open.spotify.com/track/1YrCvM2AO0L9EAB50MVQmC,
bakery,my bakery playlist. • After,My Playlist for when I’m at the bakery.,https://open.spotify.com/playlist/0tDPPnaiHGuDuNxUbUJQ5M,Find Your Flame,SEGA SOUND TEAM,"japanese vgm, soundtrack",https://open.spotify.com/track/1O80Lhuq0lKHIiF1HnMgQT,
bakery,my bakery playlist. • After,My Playlist for when I’m at the bakery.,https://open.spotify.com/playlist/0tDPPnaiHGuDuNxUbUJQ5M,Undefeatable,SEGA SOUND TEAM,"japanese vgm, soundtrack",https://open.spotify.com/track/6EO56btPzDF3LUrfwlXi2j,
bakery,Bread making music,light french bakery pop-style music,https://open.spotify.com/playlist/4ygH82upV0S2FDUYJIlqPF,Suis-moi - French Version,Hans Zimmer,soundtrack,https://open.spotify.com/track/2EUmPyZHJiA7gVV7cibve6,pop-style music
bakery,Bread making music,light french bakery pop-style music,https://open.spotify.com/playlist/4ygH82upV0S2FDUYJIlqPF,Le Festin,Camille,french jazz,https://open.spotify.com/track/3yShr5EC1pAAJcEOKj6h1R,pop-style music
bakery,my very girly baking playlist,for when u wanna bake and feel like a rom com lead,https://open.spotify.com/playlist/5rFzYeSFc5wqICX6oPnWpC,Be My Baby,The Ronettes,christmas,https://open.spotify.com/track/1WN4uNclrDuczTO3bCr8s1,
gelato shop 计数,,,,,,,9,
gelato shop,Mérida Vibes,Playlist by Pola Gelato Shop 🍦,https://open.spotify.com/playlist/5P6UD7D7cDLFR2c3BplQHB,Grecia,Elsa y Elmar,"latin indie, mexican indie, latin alternative",https://open.spotify.com/track/6OTGRlCpPGMpPM96g62d2R,
gelato shop,Mérida Vibes,Playlist by Pola Gelato Shop 🍦,https://open.spotify.com/playlist/5P6UD7D7cDLFR2c3BplQHB,Una Vez Más,Ximena Sariñana,"latin indie, mexican indie, latin alternative",https://open.spotify.com/track/51QA40kISsnSTsjwO2mspY,
gelato shop,Mérida Vibes,Playlist by Pola Gelato Shop 🍦,https://open.spotify.com/playlist/5P6UD7D7cDLFR2c3BplQHB,Pajarito del Amor,Carla Morrison,latin indie,https://open.spotify.com/track/6q0Bvy0oaMOPWG0sgG5txg,
gelato shop,New York’s Hottest Club is a Gelato Shop,📍 Anita la Mamma del Gelato,https://open.spotify.com/playlist/5BzBD6Tt2PYtJH1yIQk1yo,Love Me Harder,Ariana Grande,pop,https://open.spotify.com/track/5J4ZkQpzMUFojo1CtAZYpn,
gelato shop,Gelato Secrets Playlist,"The authentic Italian gelato experience, made with 100% natural ingredients. Taste the East meet West unique flavors at our shop @gelatosecrets",https://open.spotify.com/playlist/7sfTe8gwGuR36CnJoNvYMx,Nel blu dipinto di blu' (Volare),Domenico Modugno,"italian singer-songwriter, italo dance, canzone napoletana",https://open.spotify.com/track/7FGhwWgdgiQpcDahQJ81vX,
gelato shop,Gelato Secrets Playlist,"The authentic Italian gelato experience, made with 100% natural ingredients. Taste the East meet West unique flavors at our shop @gelatosecrets",https://open.spotify.com/playlist/7sfTe8gwGuR36CnJoNvYMx,Tu vuò fà l'Americano,Renato Carosone,"canzone napoletana, italo dance",https://open.spotify.com/track/3vpDx65nxsZpwlLhPCmaBf,
gelato shop,Gelato Secrets Playlist,"The authentic Italian gelato experience, made with 100% natural ingredients. Taste the East meet West unique flavors at our shop @gelatosecrets",https://open.spotify.com/playlist/7sfTe8gwGuR36CnJoNvYMx,Chella lla',Nino Taranto,canzone napoletana,https://open.spotify.com/track/5H8mwAVNCMfTmMvJyc7Eme,
gelato shop,gelato,(mostly) work kosher songs to play at ur local gelato shop,https://open.spotify.com/playlist/1wrszjzXY8UOCbjAQCNrK0,Two of Hearts,Stacey Q,"hi-nrg, italo disco, freestyle",https://open.spotify.com/track/2dURQIBrw3XcHyVZlfdpC1,
gelato shop,gelato,(mostly) work kosher songs to play at ur local gelato shop,https://open.spotify.com/playlist/1wrszjzXY8UOCbjAQCNrK0,And I Love Her,Kurt Cobain,grunge,https://open.spotify.com/track/7x4b0UccXSKBWxWmjcrG2T,
fried chicken shop 计数,,,,,,,9,
fried chicken shop,Country Fried Chicken,Bop down to the best Country playlist of the century.,https://open.spotify.com/playlist/0Bh7zsK77gSH7SUgkyZPfF,Chicken Fried,Zac Brown Band,"country, acoustic country",https://open.spotify.com/track/4dGJf1SER1T6ooX46vwzRB,
fried chicken shop,Country Fried Chicken,Bop down to the best Country playlist of the century.,https://open.spotify.com/playlist/0Bh7zsK77gSH7SUgkyZPfF,Big Green Tractor,Jason Aldean,"country, acoustic country",https://open.spotify.com/track/4KAzYqfcijCSZa2P3etHoM,
fried chicken shop,Country Fried Chicken,Bop down to the best Country playlist of the century.,https://open.spotify.com/playlist/0Bh7zsK77gSH7SUgkyZPfF,Win Life,Luke Bryan,"country, acoustic country",https://open.spotify.com/track/6x8AqouGYXQvAiQyRF9ujM,
fried chicken shop,Fried chicken watermelon grape kool aid basketball people music,Finna get arrested for this one🔥🔥🥶🥶,https://open.spotify.com/playlist/0lJKY0RT9XHMDedxjYtqY4,HUMBLE.,Kendrick Lamar,"hip hop, west coast hip hop",https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,
fried chicken shop,Fried chicken watermelon grape kool aid basketball people music,Finna get arrested for this one🔥🔥🥶🥶,https://open.spotify.com/playlist/0lJKY0RT9XHMDedxjYtqY4,Mask Off (feat. Kendrick Lamar) - Remix,Future,rap,https://open.spotify.com/track/6dVZCbi9CYtD9LjAHXRjIG,
fried chicken shop,Fried chicken watermelon grape kool aid basketball people music,Finna get arrested for this one🔥🔥🥶🥶,https://open.spotify.com/playlist/0lJKY0RT9XHMDedxjYtqY4,Ransom (with Juice WRLD) - Remix,Lil Tecca,"melodic rap, rap",https://open.spotify.com/track/2WsuSYJNXGKXVYkHPnq2yp,
fried chicken shop,Felix Fried Chicken ,Cookin like a chef imma foive star Michelin🧑‍🍳,https://open.spotify.com/playlist/6phJhLenkeIQmJlPRTFuRt,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,k-pop,https://open.spotify.com/track/1RDvyOk4WtPCtoqciJwVn8,
fried chicken shop,Felix Fried Chicken ,Cookin like a chef imma foive star Michelin🧑‍🍳,https://open.spotify.com/playlist/6phJhLenkeIQmJlPRTFuRt,Tally,BLACKPINK,k-pop,https://open.spotify.com/track/0bYVPJvXr8ACmw313cVvhB,
fried chicken shop,Felix Fried Chicken ,Cookin like a chef imma foive star Michelin🧑‍🍳,https://open.spotify.com/playlist/6phJhLenkeIQmJlPRTFuRt,Sacrifice (Eat Me Up),ENHYPEN,k-pop,https://open.spotify.com/track/58ItBuVuKc03DvqSeZFnH1,
bbq 计数,,,,,,,10,
bbq,Old School Backyard BBQ,"R&B, Funk, and Pop",https://open.spotify.com/playlist/0igigve7gNw0cwsyFW290Q,Let It Whip,Dazz Band,"funk, post-disco",https://open.spotify.com/track/2UCgWpa2r4ytWueNItYbWE,"R&B, Funk, and Pop"
bbq,Old School Backyard BBQ,"R&amp;B, Funk, and Pop",https://open.spotify.com/playlist/0igigve7gNw0cwsyFW290Q,Let's Groove,"Earth, Wind & Fire",disco,https://open.spotify.com/track/3koCCeSaVUyrRo3N2gHrd8,"R&B, Funk, and Pop"
bbq,Old School Backyard BBQ,"R&amp;B, Funk, and Pop",https://open.spotify.com/playlist/0igigve7gNw0cwsyFW290Q,And the Beat Goes On,The Whispers,"post-disco, quiet storm, disco",https://open.spotify.com/track/7oQ1wkBmYSBEC2x7U08dvn,"R&B, Funk, and Pop"
bbq,Backyard Party Country,"Updated often! Radio Hits, 2K Country, Oldies, and Undiscovered Artitsts perfectly meshed for your next BBQ, Beach Day, or Camp Fire.",https://open.spotify.com/playlist/4QdmaN439k41ihsIw7B9r3,Dancin’ In The Country,Tyler Hubbard,country,https://open.spotify.com/track/6Z1bV93BP95h4YjIavrQPf,
bbq,Backyard Party Country,"Updated often! Radio Hits, 2K Country, Oldies, and Undiscovered Artitsts perfectly meshed for your next BBQ, Beach Day, or Camp Fire.",https://open.spotify.com/playlist/4QdmaN439k41ihsIw7B9r3,She Had Me At Heads Carolina,Cole Swindell,"country, acoustic country",https://open.spotify.com/track/200x8ONbPfFzByUr3fVz46,
bbq,Backyard Party Country,"Updated often! Radio Hits, 2K Country, Oldies, and Undiscovered Artitsts perfectly meshed for your next BBQ, Beach Day, or Camp Fire.",https://open.spotify.com/playlist/4QdmaN439k41ihsIw7B9r3,Fast Car,Luke Combs,country,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT,
bbq,The Essential Cookout Playlist,"Enormous playlist mix for all generations for your cookout, BBQ, fish fry, family reunions and all the functions. Includes the Wobble, Cupid Shuffle, Cha Cha Slide.  ENJOY! Cover: The Fresh Prince&#x2F;Summertime Video",https://open.spotify.com/playlist/2XsPaVsJFBGwC4H8Z4Xzla,Before I Let Go,Maze,quiet storm,https://open.spotify.com/track/6COsBTLkBs5HSkqt1Fdrr1,
bbq,The Essential Cookout Playlist,"Enormous playlist mix for all generations for your cookout, BBQ, fish fry, family reunions and all the functions. Includes the Wobble, Cupid Shuffle, Cha Cha Slide.  ENJOY! Cover: The Fresh Prince&#x2F;Summertime Video",https://open.spotify.com/playlist/2XsPaVsJFBGwC4H8Z4Xzla,"Outstanding - Original 12"" Mix",The Gap Band,"quiet storm, funk",https://open.spotify.com/track/6korvxtUEyt590jUFOfADm,
bbq,Southern Soul BBQ Mix,"mix of gospel music, soul music, blues music, rock music, alternative rock, ambient, indie music, jazz, r&amp;b, hip-hop, funk, country music, pop music, new wave music, synth-pop, reggae, latin music, classical, opera, oldies and disco music in the southern soul bbq mix. in the southern united states.",https://open.spotify.com/playlist/3nTS97zUqxJBQeiXNRs963,Hole In the Wall,Mel Waiters,"blues, footwork, soul blues",https://open.spotify.com/track/5lG0xtobUSiOT2mfJHqtxv,
bbq,Southern Soul BBQ Mix,"mix of gospel music, soul music, blues music, rock music, alternative rock, ambient, indie music, jazz, r&amp;b, hip-hop, funk, country music, pop music, new wave music, synth-pop, reggae, latin music, classical, opera, oldies and disco music in the southern soul bbq mix. in the southern united states.",https://open.spotify.com/playlist/3nTS97zUqxJBQeiXNRs963,I Found Love (On A Lonely Highway),Jeff Floyd,"blues, footwork, soul blues",https://open.spotify.com/track/0k7kfdefyPCDVHtHzgaq6t,
french restaurant 计数,,,,,,,10,
french restaurant,French Café Lounge,"Parlez-vous français? Music from Atmospheric French Cafes, Restaurants and Pubs, Perfect for Coffee, Wine or a Romantic Evening.",https://open.spotify.com/playlist/5kKGc2b2wUmJ0dWWiJ7OwD,Take My Breath Away,Flora Martínez,"bossa nova, bolero",https://open.spotify.com/track/3B0gvjxlqRgY7stPPl3qoQ,
french restaurant,French Café Lounge,"Parlez-vous français? Music from Atmospheric French Cafes, Restaurants and Pubs, Perfect for Coffee, Wine or a Romantic Evening.",https://open.spotify.com/playlist/5kKGc2b2wUmJ0dWWiJ7OwD,Dream a Little Dream of Me,Nenei,"bossa nova, lounge",https://open.spotify.com/track/4JppKuJfgRWte7J5WTHkKu,
french restaurant,French Café Lounge,"Parlez-vous français? Music from Atmospheric French Cafes, Restaurants and Pubs, Perfect for Coffee, Wine or a Romantic Evening.",https://open.spotify.com/playlist/5kKGc2b2wUmJ0dWWiJ7OwD,People From Ibiza,Stella Starlight Trio,"bossa nova, lounge",https://open.spotify.com/track/24dZI4yN19EFFNmPaXnxNU,
