keyword,playlist_name,playlist_description,playlist_url,track_name,artist,artist_genres,track_url
izakaya,Japanese Izakaya Sake Bar,Sake night music at an Izakaya in Osaka.,https://open.spotify.com/playlist/7bRB4CMZvqeaaMzVL6j8EW,ブリーズ,稲垣次郎とソウル・メディア,"jazz fusion, jazz funk, jazz",https://open.spotify.com/track/2llFlNkPX4hW1M3HLdEMBm
izakaya,Japanese Izakaya Sake Bar,Sake night music at an Izakaya in Osaka.,https://open.spotify.com/playlist/7bRB4CMZvqeaaMzVL6j8EW,ビリンバウ,Hiromitsu Agatsuma,"japanese classical, traditional music",https://open.spotify.com/track/364BA7lvmGQ5MPiRI5gaNc
izakaya,Japanese bangers 🇯🇵,Best Izakaya songs,https://open.spotify.com/playlist/52MS6KxKgdMrqIjnZ46G79,まちがいさがし,SUDA MASAKI,j-pop,https://open.spotify.com/track/55Ww4Pa1iIQMhh0MLMetjo
izakaya,Japanese bangers 🇯🇵,Best Izakaya songs,https://open.spotify.com/playlist/52MS6KxKgdMrqIjnZ46G79,Mayonaka no Door / Stay With Me,Miki Matsubara,"city pop, j-pop",https://open.spotify.com/track/2BHj31ufdEqVK5CkYDp9mA
izakaya,Izakaya Japanese Cuisine,"Playlist of Izakaya Japanese Cuisine , Porto",https://open.spotify.com/playlist/3HTLBM4kAZuo7ineA4mfSy,Night over Manaus,Boozoo Bajou,"downtempo, nu jazz, trip hop, acid jazz, lounge",https://open.spotify.com/track/23jbfWs739EBZEl4xWYiVl
izakaya,Izakaya Japanese Cuisine,"Playlist of Izakaya Japanese Cuisine , Porto",https://open.spotify.com/playlist/3HTLBM4kAZuo7ineA4mfSy,So Flute,St Germain,"jazz house, nu jazz, acid jazz, downtempo, lounge",https://open.spotify.com/track/1XAzFYJR94m9T4AgshhO99
dim sum,The 5th Dimension: Greatest Hits,"Celebrate the Summer of Soul by revisting these 5th Dimension classics featuring Aquarius, Up, Up and Away, Stoned Soul Picnic and more.",https://open.spotify.com/playlist/4BDxOJPGR2QV9knYltiTtv,"Aquarius/Let The Sunshine In (The Flesh Failures) - From the Musical ""Hair""",The 5th Dimension,,https://open.spotify.com/track/0HZlND4giwzgolBpaNIRGV
dim sum,The 5th Dimension: Greatest Hits,"Celebrate the Summer of Soul by revisting these 5th Dimension classics featuring Aquarius, Up, Up and Away, Stoned Soul Picnic and more.",https://open.spotify.com/playlist/4BDxOJPGR2QV9knYltiTtv,"Up, Up and Away",The 5th Dimension,,https://open.spotify.com/track/3JdToGxgvH9SnO1a605Ztr
dim sum,Greek Summer Mix 2025,Μόνο τα καλύτερα Ελληνικά τραγούδια. For submissions: dimitris_eliadis (Instagram),https://open.spotify.com/playlist/73sM30vQB6TlZIJLjse6Sp,Ap' Ton Ourano,Giorgos Sabanis,"laïko, entehno",https://open.spotify.com/track/1QcHKq0Y7pue3WYWVmmIGS
dim sum,Greek Summer Mix 2025,Μόνο τα καλύτερα Ελληνικά τραγούδια. For submissions: dimitris_eliadis (Instagram),https://open.spotify.com/playlist/73sM30vQB6TlZIJLjse6Sp,Kathreftis,APON,laïko,https://open.spotify.com/track/4azlWSauf9tzq8otYeEM5U
dim sum,Ibiza Summer Mix 2025 TOP  100🌴 Sunset Vibes Deep House Afro House Party Lounge Chill Soft House,"Coldplay,  Kygo, Robin Schulz, Dua Lipa, Deepend, Meduza, Hugel,  Adam Port, Mr. Probz, Dimitri Vegas &amp; Like Mike, Regard, Black Coffee, David Guetta ... Deep House Music Chill Out Mix  - House Mix Top 100 - Selected Top 100 - Tropical House - Deep House - Tech House - Party - Sunset Vibes",https://open.spotify.com/playlist/3biXo7KgVhtdZZ8vTFwlQi,Houdini - Adam Port Mix,Dua Lipa,pop,https://open.spotify.com/track/5bGNsC7FTQ3WZzz0XYOmvZ
dim sum,Ibiza Summer Mix 2025 TOP  100🌴 Sunset Vibes Deep House Afro House Party Lounge Chill Soft House,"Coldplay,  Kygo, Robin Schulz, Dua Lipa, Deepend, Meduza, Hugel,  Adam Port, Mr. Probz, Dimitri Vegas &amp; Like Mike, Regard, Black Coffee, David Guetta ... Deep House Music Chill Out Mix  - House Mix Top 100 - Selected Top 100 - Tropical House - Deep House - Tech House - Party - Sunset Vibes",https://open.spotify.com/playlist/3biXo7KgVhtdZZ8vTFwlQi,Move,Adam Port,"afro house, house",https://open.spotify.com/track/1BJJbSX6muJVF2AK7uH1x4
Vegan Restaurant,good afternoon,"Fully inspired by my Maya. Dif vibe this time, it’s kind of like millennial-run, chill vegan restaurant",https://open.spotify.com/playlist/33oa95ATRtkNhApnTwVX7e,Lou's Tune,DARGZ,,https://open.spotify.com/track/5crkOzXbUZ5SOSkSat7g4T
Vegan Restaurant,good afternoon,"Fully inspired by my Maya. Dif vibe this time, it’s kind of like millennial-run, chill vegan restaurant",https://open.spotify.com/playlist/33oa95ATRtkNhApnTwVX7e,Dominoes,Jungle,,https://open.spotify.com/track/59rkTkputMqoxunf9IRzOc
Vegan Restaurant,Epic Dining,Actively curated playlist inspired by dinner music heard at the fabulous Epic vegan restaurant in Cabo San Lucas. (Mostly electro-bossa mixed with select tracks.),https://open.spotify.com/playlist/1O0QoatngS8XFBo7wjHDoN,Parece Mentira,Katia B,,https://open.spotify.com/track/3HXjqdaRm8R1p3E7Lzqwfc
Vegan Restaurant,Epic Dining,Actively curated playlist inspired by dinner music heard at the fabulous Epic vegan restaurant in Cabo San Lucas. (Mostly electro-bossa mixed with select tracks.),https://open.spotify.com/playlist/1O0QoatngS8XFBo7wjHDoN,Samba da Bencao,Gabrielle Chiararo,"bossa nova, lounge",https://open.spotify.com/track/1GHGF9hEwJLme7S9w1pqsK
Vegan Restaurant,i tink i’m stawting to have a weawy good time at dis vegan westauwant ,plot twist: you were always having a good time at this vegan restaurant ,https://open.spotify.com/playlist/55C4fJZgrE1XEVcsfvp7E4,Bitch,Meredith Brooks,,https://open.spotify.com/track/3i6qNxyVgIdUZTTi5m25EM
Vegan Restaurant,i tink i’m stawting to have a weawy good time at dis vegan westauwant ,plot twist: you were always having a good time at this vegan restaurant ,https://open.spotify.com/playlist/55C4fJZgrE1XEVcsfvp7E4,No Excuses,Alice In Chains,"grunge, post-grunge",https://open.spotify.com/track/4PtZE0h5oyPhCtPjg3NeYQ
Vegan Restaurant,Vegan Restaurant Vibes,Curated with AI.,https://open.spotify.com/playlist/6H3an9a8BBoSPPtpAjF3sw,Couldn't Seal The Deal,Rudy De Anda,"latin indie, retro soul",https://open.spotify.com/track/4GZ61USOfH8M2EsWBdKzg1
Vegan Restaurant,Vegan Restaurant Vibes,Curated with AI.,https://open.spotify.com/playlist/6H3an9a8BBoSPPtpAjF3sw,Só Danço Samba,Stan Getz,"bossa nova, jazz, brazilian jazz, cool jazz, latin jazz",https://open.spotify.com/track/5je0CDv1Z1hT82Nek1Fjhl
buffet,Jimmy Buffett Beach Mix,Favorite Buffett tunes to evoke that Florida beach feel,https://open.spotify.com/playlist/2ZRm4j605zCxtcNQW4qhTE,Trying To Reason With Hurricane Season,Jimmy Buffett,,https://open.spotify.com/track/2aT4FycQXXc4SkD2Sdm9YJ
buffet,Jimmy Buffett Beach Mix,Favorite Buffett tunes to evoke that Florida beach feel,https://open.spotify.com/playlist/2ZRm4j605zCxtcNQW4qhTE,Nautical Wheelers,Jimmy Buffett,,https://open.spotify.com/track/5IBamKd3oJAQV1yCSuONm1
buffet,Songs You Know by Heart,Jimmy Buffet,https://open.spotify.com/playlist/30lWosVSdjHnaAbNLjq96y,Cheeseburger In Paradise,Jimmy Buffett,,https://open.spotify.com/track/6VeZ970uI0Yi6sjBgyFBrp
buffet,Songs You Know by Heart,Jimmy Buffet,https://open.spotify.com/playlist/30lWosVSdjHnaAbNLjq96y,He Went To Paris,Jimmy Buffett,,https://open.spotify.com/track/0MSbGV0xfCgS1H6lKpjIKM
buffet,Beach Songs ☀️🌴,"Jimmy Buffett, Kenny Chesney, Zac Brown, Bob Marley and all your favorite  tunes to get you into that Summer Music Vibe.",https://open.spotify.com/playlist/1fkDgBQwW1WznebPh6kVeK,Knee Deep (feat. Jimmy Buffett),Zac Brown Band,"country, acoustic country",https://open.spotify.com/track/60IGhnH20N82dNxKnc8jDd
buffet,Beach Songs ☀️🌴,"Jimmy Buffett, Kenny Chesney, Zac Brown, Bob Marley and all your favorite  tunes to get you into that Summer Music Vibe.",https://open.spotify.com/playlist/1fkDgBQwW1WznebPh6kVeK,Summertime,Kenny Chesney,country,https://open.spotify.com/track/3cE5ltZFHmBpiS77itKaOM
seafood restaurant,seafood restaurant vibes ,aka reggae but uhhh- (3 year update:) when tf did ppl start saving this wtf,https://open.spotify.com/playlist/6HMRDR5wwpRKw7Eq1fPlJ0,Under the Boardwalk,The Drifters,"doo-wop, motown",https://open.spotify.com/track/65jrjEhWfAvysKfnojk1i0
seafood restaurant,seafood restaurant vibes ,aka reggae but uhhh- (3 year update:) when tf did ppl start saving this wtf,https://open.spotify.com/playlist/6HMRDR5wwpRKw7Eq1fPlJ0,Don't Worry Be Happy,Bobby McFerrin,,https://open.spotify.com/track/4hObp5bmIJ3PP3cKA9K9GY
seafood restaurant,Yacht rock,the soundtrack of any seafood restaurant.,https://open.spotify.com/playlist/4f7LQXvrRZ2ampxZy5uTOo,Dreams - 2004 Remaster,Fleetwood Mac,"classic rock, soft rock",https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
seafood restaurant,Yacht rock,the soundtrack of any seafood restaurant.,https://open.spotify.com/playlist/4f7LQXvrRZ2ampxZy5uTOo,Gypsy,Fleetwood Mac,"classic rock, soft rock",https://open.spotify.com/track/19Ym5Sg0YyOCa6ao21bdoG
seafood restaurant,BISTRO ORGANICO DINNER,"Bistro Orgánico - within hotelcielororjo.com -  is a plant and seafood based restaurant that celebrates fresh local flavors. We strive to create an entirely organic menu and environment that supports health and sustainability for you, our community and the planet. ",https://open.spotify.com/playlist/5sv1Wt1Vm2YXUAFDnvWKDQ,Tenor Man,The Greyboy Allstars,"jazz funk, acid jazz",https://open.spotify.com/track/50nlWtgXMXPXsDK2zkgtv9
seafood restaurant,BISTRO ORGANICO DINNER,"Bistro Orgánico - within hotelcielororjo.com -  is a plant and seafood based restaurant that celebrates fresh local flavors. We strive to create an entirely organic menu and environment that supports health and sustainability for you, our community and the planet. ",https://open.spotify.com/playlist/5sv1Wt1Vm2YXUAFDnvWKDQ,Missing Me,Lack Of Afro,,https://open.spotify.com/track/7BnJoLoOxYrNxzo6Hs0J7k
hamburger,hamburger cheeseburger  big mac whopper,HAMMMMMBBBBBBBBBBBUUUUUUUUUURRRRRRRRRRGGGGGGGEEEEEEEEEEEERRRRRRRRRRR🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔,https://open.spotify.com/playlist/63hucxSGGbIP1lq9f1YEWE,Hamburger Song,Big Willy Status,,https://open.spotify.com/track/7eYO1fWENALLjdXo8KV2Ji
hamburger,hamburger cheeseburger  big mac whopper,HAMMMMMBBBBBBBBBBBUUUUUUUUUURRRRRRRRRRGGGGGGGEEEEEEEEEEEERRRRRRRRRRR🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔,https://open.spotify.com/playlist/63hucxSGGbIP1lq9f1YEWE,Chicken Nugget,Big Willy Status,,https://open.spotify.com/track/338oeaeZPSXrladybDtAfW
hamburger,This is Joji but this playlist is better,HAMBURGER PLS,https://open.spotify.com/playlist/4B7hhOzPY3Fb2yPirizshx,Glimpse of Us,Joji,,https://open.spotify.com/track/4ewazQLXFTDC8XvCbhvtXs
hamburger,This is Joji but this playlist is better,HAMBURGER PLS,https://open.spotify.com/playlist/4B7hhOzPY3Fb2yPirizshx,Feeling Like The End,Joji,,https://open.spotify.com/track/1abwytAhbWeHrbsA9eODOy
hamburger,hamburger,🧛🏻,https://open.spotify.com/playlist/22pUTLVNPtDRd7sXs3Wcdo,SKITZO (feat. Young Thug),Travis Scott,rap,https://open.spotify.com/track/0bkV1iQHSxBaksUqgEkcbc
hamburger,hamburger,🧛🏻,https://open.spotify.com/playlist/22pUTLVNPtDRd7sXs3Wcdo,Blood On The Leaves,Kanye West,rap,https://open.spotify.com/track/42GcjriRK6srwHkfbkBqVl
hamburger,Hamburger,                      *grilled cheese obomna*    ,https://open.spotify.com/playlist/1azjsnTonwjM38F9zYex4m,overwhelmed - Chri$tian Gate$ remix,Royal & the Serpent,,https://open.spotify.com/track/4Kh6cq3XgOGUK9yXQu7RTq
hamburger,Hamburger,                      *grilled cheese obomna*    ,https://open.spotify.com/playlist/1azjsnTonwjM38F9zYex4m,House of Memories,Panic! At The Disco,emo,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
hamburger,I AM EATING HAMBURGERS !!,"AND POTATOS EVERY DAY, YAYY !!! 💓",https://open.spotify.com/playlist/2uuNsaHuNNgJdJ68Brcx2B,明日なき暴走！クラウンピースを追い詰めろ,IOSYS,vocaloid,https://open.spotify.com/track/5I0D3A5Um5fPkDngCDS53R
hamburger,I AM EATING HAMBURGERS !!,"AND POTATOS EVERY DAY, YAYY !!! 💓",https://open.spotify.com/playlist/2uuNsaHuNNgJdJ68Brcx2B,お空のニュークリアフュージョン道場,IOSYS,vocaloid,https://open.spotify.com/track/3bJ4hFe6y8OymZ7RUu0YBD
fast food restaurant,Fast Food Music 2025🍔 Restaurant Pop Hits,"The best fast food song music playlist, perfect to keep your customers happy while their eating ! fast food playlist - fast food restaurant songs - fast food music - fast food songs",https://open.spotify.com/playlist/64CcRf28oPUbCHia9FUvJL,Die With A Smile,Lady Gaga,"art pop, pop",https://open.spotify.com/track/2plbrEY59IikOBgBGLjaoe
fast food restaurant,Fast Food Music 2025🍔 Restaurant Pop Hits,"The best fast food song music playlist, perfect to keep your customers happy while their eating ! fast food playlist - fast food restaurant songs - fast food music - fast food songs",https://open.spotify.com/playlist/64CcRf28oPUbCHia9FUvJL,BIRDS OF A FEATHER,Billie Eilish,,https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB
fast food restaurant,Fast Food Music 2025 🍔 Restaurant Pop Hits,"The best fast food song music playlist, perfect to keep your customers happy while their eating ! fast food playlist - fast food restaurant songs - fast food music - fast food songs",https://open.spotify.com/playlist/28ntmXeQ6Ri1Y1YGAuRVHh,Die With A Smile,Lady Gaga,"art pop, pop",https://open.spotify.com/track/2plbrEY59IikOBgBGLjaoe
fast food restaurant,Fast Food Music 2025 🍔 Restaurant Pop Hits,"The best fast food song music playlist, perfect to keep your customers happy while their eating ! fast food playlist - fast food restaurant songs - fast food music - fast food songs",https://open.spotify.com/playlist/28ntmXeQ6Ri1Y1YGAuRVHh,BIRDS OF A FEATHER,Billie Eilish,,https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB
fast food restaurant,Music for Fast Food Restaurants - Jukeboxy,"This shuffled playlist offers a diverse listening experience with songs from different decades, making it perfect for fast food restaurants looking to create an energetic yet varied atmosphere for their customers.",https://open.spotify.com/playlist/0RiVkqglSB8jIFYaLkFFGe,Don't Stop Me Now - Remastered 2011,Queen,"classic rock, rock, glam rock",https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
fast food restaurant,Music for Fast Food Restaurants - Jukeboxy,"This shuffled playlist offers a diverse listening experience with songs from different decades, making it perfect for fast food restaurants looking to create an energetic yet varied atmosphere for their customers.",https://open.spotify.com/playlist/0RiVkqglSB8jIFYaLkFFGe,Dynamite,BTS,k-pop,https://open.spotify.com/track/72IwoG8tqvIWV10IHjpNNA
fast food restaurant,fancy restaurant music,somehow they always play 50s jazz about love,https://open.spotify.com/playlist/3petyilOTFbgqkgjEmASzk,Easy Living,Billie Holiday,"jazz, vocal jazz, jazz blues, big band",https://open.spotify.com/track/0XsbCr34semDxq0ZX84BCh
fast food restaurant,fancy restaurant music,somehow they always play 50s jazz about love,https://open.spotify.com/playlist/3petyilOTFbgqkgjEmASzk,La vie en rose,Louis Armstrong,"jazz, swing music, big band, vocal jazz, jazz blues",https://open.spotify.com/track/5IIybI1oiOCY3DRUrpQ7zA
fast food restaurant,🍔 McDonald's 🍟 Music Playlist • Fast Food Restaurant Music • Burger King ▷ Wendy's ▷ Subway ▷ KFC,"The best music played on the most famous Fast Food Restaurants around the world. McDonald's, Burger King, Wendy's, Starbucks, TacoBell, Subway, Kentucky Fried Chicken.",https://open.spotify.com/playlist/6oJtGZfZzgbCIHZ6TwcvcA,Golden Hour,Vale Ramirez,,https://open.spotify.com/track/0sHKjKvFEcvFf0dqUTSnnU
fast food restaurant,🍔 McDonald's 🍟 Music Playlist • Fast Food Restaurant Music • Burger King ▷ Wendy's ▷ Subway ▷ KFC,"The best music played on the most famous Fast Food Restaurants around the world. McDonald's, Burger King, Wendy's, Starbucks, TacoBell, Subway, Kentucky Fried Chicken.",https://open.spotify.com/playlist/6oJtGZfZzgbCIHZ6TwcvcA,Wearing My Shield,VEGEE CAU,progressive house,https://open.spotify.com/track/57lDuyJAaDZPR9BLztbtaz
bakery,ASMR No Talking ~ 662 Hours,"Dang 1,350 likes? That&#x27;s amazing! ~ Triggers for sleep without any talking or mouth noises. Starring ASMR Bakery, StacyAster, Mia Slime, ASMR Zietgeist, and others.",https://open.spotify.com/playlist/37EvgmHksyHH8S9uiIn9Kg,ASMR Guaranteed Tingles - Preview,StacyAster,,https://open.spotify.com/track/1opfC63lDIfH0haden5lgY
bakery,ASMR No Talking ~ 662 Hours,"Dang 1,350 likes? That&#x27;s amazing! ~ Triggers for sleep without any talking or mouth noises. Starring ASMR Bakery, StacyAster, Mia Slime, ASMR Zietgeist, and others.",https://open.spotify.com/playlist/37EvgmHksyHH8S9uiIn9Kg,ASMR Small Presents Crinkling Sound,StacyAster,,https://open.spotify.com/track/6xj4VbWSVp9u8c7pbPG6jW
bakery,i work in a bakery,an actual baking playlist disguised as a harry styles tribute (i made that bread),https://open.spotify.com/playlist/1lwAMCWhyhLwiOXlwckAUY,A Sunday Kind Of Love,Etta James,"soul, jazz blues, soul blues, blues, vocal jazz",https://open.spotify.com/track/0zGLlXbHlrAyBN1x6sY0rb
bakery,i work in a bakery,an actual baking playlist disguised as a harry styles tribute (i made that bread),https://open.spotify.com/playlist/1lwAMCWhyhLwiOXlwckAUY,1234,Feist,chamber pop,https://open.spotify.com/track/2CzWeyC9zlDpIOZPUUKrBW
ice cream shop,i work at an ice cream shop and i need clean music,aux for ice cream shops only😌,https://open.spotify.com/playlist/2mE9ES4W8GoYSqDCsAQMwT,Brown Eyed Girl,Van Morrison,,https://open.spotify.com/track/3yrSvpt2l1xhsV9Em88Pul
ice cream shop,i work at an ice cream shop and i need clean music,aux for ice cream shops only😌,https://open.spotify.com/playlist/2mE9ES4W8GoYSqDCsAQMwT,Island In The Sun,Weezer,alternative rock,https://open.spotify.com/track/2MLHyLy5z5l5YRp7momlgw
ice cream shop,on aux at the ice cream shop,literally my work playlist,https://open.spotify.com/playlist/0kJWiyQ4sXkaCTbCFTdSR9,Lucky Strike,Troye Sivan,,https://open.spotify.com/track/5mTJcvxRxq3uF5wUjjciDw
ice cream shop,on aux at the ice cream shop,literally my work playlist,https://open.spotify.com/playlist/0kJWiyQ4sXkaCTbCFTdSR9,3 Nights,Dominic Fike,,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
ice cream shop,Carvel Playlist 2025,"clean, chilly ice cream shoppe tunes",https://open.spotify.com/playlist/6zCTY1U4D3d4ft2cfFYtdU,The Love Club,Lorde,,https://open.spotify.com/track/2yrJ1jWo3HLksJFUqUsZE4
ice cream shop,Carvel Playlist 2025,"clean, chilly ice cream shoppe tunes",https://open.spotify.com/playlist/6zCTY1U4D3d4ft2cfFYtdU,Won't Go Home Without You,Maroon 5,pop,https://open.spotify.com/track/0tuyEYTaqLxE41yGHSsXjy
chinese restaurant,Traditional Chinese music • 中國傳統音樂 • 繁体字中国語の音楽,"Diverse collection of traditional Chinese music played on traditional Chinese instruments like erhu, pipa, guzheng and dizi flutes. Great playlist to explore the sound of ancient China!",https://open.spotify.com/playlist/6QCOn8cCy7Nwa2oyhHtfB4,Chinese Wuhan Erhu,Chinese Traditional Erhu Music,traditional music,https://open.spotify.com/track/502zLLF8xOqLVmTKvosbpT
chinese restaurant,Traditional Chinese music • 中國傳統音樂 • 繁体字中国語の音楽,"Diverse collection of traditional Chinese music played on traditional Chinese instruments like erhu, pipa, guzheng and dizi flutes. Great playlist to explore the sound of ancient China!",https://open.spotify.com/playlist/6QCOn8cCy7Nwa2oyhHtfB4,Night Thoughts,Ancient Chinese composer,,https://open.spotify.com/track/2WulXiynWYEqeFHV5gJoCh
chinese restaurant,Chinese restaurant ,Shoulder pains from making crabmeat rangoons ,https://open.spotify.com/playlist/0arv6qRWYtDdkiBaFlwoX6,Cherry Wine,grentperez,,https://open.spotify.com/track/1a1LrfgkTvfHFykIxcv8WU
chinese restaurant,Chinese restaurant ,Shoulder pains from making crabmeat rangoons ,https://open.spotify.com/playlist/0arv6qRWYtDdkiBaFlwoX6,Lost,Frank Ocean,,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723
chinese restaurant,Best Chinese Songs of all time,"This chinese song list is so far what i think sounds good, and u wont forget. Will update if i find more nice ones #classic",https://open.spotify.com/playlist/0cRMik0zbSVLh1aRiKfnyz,你，好不好？ - TVBS連續劇【遺憾拼圖】片尾曲,Eric Chou,"mandopop, c-pop, taiwanese pop, chinese r&b",https://open.spotify.com/track/2gug6MRv4xQFYi9LA3PJCS
chinese restaurant,Best Chinese Songs of all time,"This chinese song list is so far what i think sounds good, and u wont forget. Will update if i find more nice ones #classic",https://open.spotify.com/playlist/0cRMik0zbSVLh1aRiKfnyz,寂寞寂寞就好,Hebe Tien,"mandopop, c-pop, taiwanese pop",https://open.spotify.com/track/4LhAUjPqfLpBVNYEdPd5Go
hotpot,HOTPOT MUSIC 🍲,"ballads, lo-fi, easy listening, international pop, songs to cook meat to, the occasional banger, a little bit of everything mixed into one",https://open.spotify.com/playlist/39XyFWIa5GMa3UnKtraO0R,Call It Love,CHUNG HA,k-pop,https://open.spotify.com/track/6umBmcMxeC2kRbwCMNgElC
hotpot,HOTPOT MUSIC 🍲,"ballads, lo-fi, easy listening, international pop, songs to cook meat to, the occasional banger, a little bit of everything mixed into one",https://open.spotify.com/playlist/39XyFWIa5GMa3UnKtraO0R,让我做你的眼睛,子芮,,https://open.spotify.com/track/6WoWyHZVifDNXXDpmV7Xxg
hotpot,Ur best Viet playlist,A hotpot of Viet music | Cover: AMEE,https://open.spotify.com/playlist/4fM8xNrOkoWtO9y4XjnvYS,Say Sóng,Tăng Duy Tân,"v-pop, vinahouse, vietnamese lo-fi",https://open.spotify.com/track/4rIBbB1vt0lEKDG2UTmfP0
hotpot,Ur best Viet playlist,A hotpot of Viet music | Cover: AMEE,https://open.spotify.com/playlist/4fM8xNrOkoWtO9y4XjnvYS,thật quá đáng.. để yêu,NICKY,"v-pop, vietnamese hip hop, vietnam indie",https://open.spotify.com/track/44sYmL97Lv8mEbzgANFkPD
hotpot,最爱...火锅 - SHILIFANG HOTPOT PLAYLIST,LOOOOOOOOOOL,https://open.spotify.com/playlist/6R9LvLBuybSoZ8SUWkVHQC,像魚,王貳浪,"mandopop, c-pop",https://open.spotify.com/track/1MRRjWwqBUyoD9dC11sZ4S
hotpot,最爱...火锅 - SHILIFANG HOTPOT PLAYLIST,LOOOOOOOOOOL,https://open.spotify.com/playlist/6R9LvLBuybSoZ8SUWkVHQC,你一定要幸福,Isaac Yong,"mandopop, c-pop",https://open.spotify.com/track/3CBAIdEjO75HsYyA3FSeOQ
hotpot,2018年串烧 reel,for your midnight karaoke sessions over hotpot. If you want more of them search 大石桥联盟 on rednote. To add songs @thejeremygoh,https://open.spotify.com/playlist/20yvJHTKoAVNrxGTOsb0TE,學貓叫,小潘潘,"c-pop, mandopop",https://open.spotify.com/track/0UwQsjepDeAzUnHvd8YElk
hotpot,2018年串烧 reel,for your midnight karaoke sessions over hotpot. If you want more of them search 大石桥联盟 on rednote. To add songs @thejeremygoh,https://open.spotify.com/playlist/20yvJHTKoAVNrxGTOsb0TE,佛系少女,Feng Timo,"c-pop, mandopop, gufeng",https://open.spotify.com/track/3gVmG3biYDYG5RzHpKaNkG
bbq,BBQ Classics | 70s 80s 90s Barbecue,"Summer Barbeque grilling essentials for your backyard party. Featuring 80s Classic Rock, 70s Yacht Rock, and Country Music favorites from AC/DC, Kenny Loggins, Rick Springfield, Kansas, TOTO, Van Morrison + more!",https://open.spotify.com/playlist/098hVwvAVYKJZd5kTwm9Ra,Come and Get Your Love - Single Version,Redbone,,https://open.spotify.com/track/7GVUmCP00eSsqc4tzj1sDD
bbq,BBQ Classics | 70s 80s 90s Barbecue,"Summer Barbeque grilling essentials for your backyard party. Featuring 80s Classic Rock, 70s Yacht Rock, and Country Music favorites from AC/DC, Kenny Loggins, Rick Springfield, Kansas, TOTO, Van Morrison + more!",https://open.spotify.com/playlist/098hVwvAVYKJZd5kTwm9Ra,Mr. Blue Sky,Electric Light Orchestra,"symphonic rock, art rock",https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp
french restaurant,French Café Lounge,"Parlez-vous français? Music from Atmospheric French Cafes, Restaurants and Pubs, Perfect for Coffee, Wine or a Romantic Evening.",https://open.spotify.com/playlist/5kKGc2b2wUmJ0dWWiJ7OwD,Take My Breath Away,Flora Martínez,"bossa nova, bolero",https://open.spotify.com/track/3B0gvjxlqRgY7stPPl3qoQ
french restaurant,French Café Lounge,"Parlez-vous français? Music from Atmospheric French Cafes, Restaurants and Pubs, Perfect for Coffee, Wine or a Romantic Evening.",https://open.spotify.com/playlist/5kKGc2b2wUmJ0dWWiJ7OwD,Dream a Little Dream of Me,Nenei,"bossa nova, lounge",https://open.spotify.com/track/4JppKuJfgRWte7J5WTHkKu
french restaurant,French Cafe Lounge,"The Official French Cafe Lounge Playlist - Over 250,000 followers and growing every day! Send requests to: kamdiba@gmail.com",https://open.spotify.com/playlist/3x6xRt9FnSbfPbgiO6incZ,Petite fleur,Sidney Bechet/Fernand Bonifay/Maria Bua,,https://open.spotify.com/track/5z7NjVhqMYUm3JhwXeLEBV
french restaurant,French Cafe Lounge,"The Official French Cafe Lounge Playlist - Over 250,000 followers and growing every day! Send requests to: kamdiba@gmail.com",https://open.spotify.com/playlist/3x6xRt9FnSbfPbgiO6incZ,Waiting For The Time,The French Note,french jazz,https://open.spotify.com/track/6cXPcKbfRbWMhozYBc9fWA
french restaurant,fancy restaurant music,somehow they always play 50s jazz about love,https://open.spotify.com/playlist/3petyilOTFbgqkgjEmASzk,Easy Living,Billie Holiday,"jazz, vocal jazz, jazz blues, big band",https://open.spotify.com/track/0XsbCr34semDxq0ZX84BCh
french restaurant,fancy restaurant music,somehow they always play 50s jazz about love,https://open.spotify.com/playlist/3petyilOTFbgqkgjEmASzk,La vie en rose,Louis Armstrong,"jazz, swing music, big band, vocal jazz, jazz blues",https://open.spotify.com/track/5IIybI1oiOCY3DRUrpQ7zA
french restaurant,"Le Petit Bistrot , modern French mixed music list for restaurante ( modern fransk spellista ).",Music list for restaurant &#x2F; bistro environment with French modern sound . Mixed new and old songs and songs with derivation to France.  - updated regularly (when new suitable songs are found). - Chansons francaises modernes.,https://open.spotify.com/playlist/4YJ8JthYy1D3g6pyuKFWr5,Le temps est bon,Bon Entendeur,"french indie pop, french house, french pop",https://open.spotify.com/track/2U5kSevItDmL0XzSDyemRp
